Train Caffe Model Done,,,,
/home/ubuntu/Image_True_False/Level0/10257_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1516_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10260_right.png ,Level0 ,88.0900%,Level1 ,11.9100%
/home/ubuntu/Image_True_False/Level0/10137_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1724_right.png ,Level0 ,99.8700%,Level1 ,0.1300%
/home/ubuntu/Image_True_False/Level0/10658_left.png ,Level0 ,89.0400%,Level1 ,10.9600%
/home/ubuntu/Image_True_False/Level0/1093_right.png ,Level0 ,85.4800%,Level1 ,14.5200%
/home/ubuntu/Image_True_False/Level0/1749_left.png ,Level1 ,99.2800%,Level0 ,0.7200%
/home/ubuntu/Image_True_False/Level0/10660_right.png ,Level0 ,75.2600%,Level1 ,24.7400%
/home/ubuntu/Image_True_False/Level0/10377_left.png ,Level0 ,69.5300%,Level1 ,30.4700%
/home/ubuntu/Image_True_False/Level0/10124_left.png ,Level0 ,97.700%,Level1 ,2.300%
/home/ubuntu/Image_True_False/Level0/10421_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1831_left.png ,Level1 ,94.7300%,Level0 ,5.2700%
/home/ubuntu/Image_True_False/Level0/10257_left.png ,Level1 ,55.6500%,Level0 ,44.3500%
/home/ubuntu/Image_True_False/Level0/10184_left.png ,Level1 ,99.7800%,Level0 ,0.2200%
/home/ubuntu/Image_True_False/Level0/1021_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1358_right.png ,Level1 ,98.4100%,Level0 ,1.5900%
/home/ubuntu/Image_True_False/Level0/10061_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1610_right.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1907_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1388_left.png ,Level1 ,97.6600%,Level0 ,2.3400%
/home/ubuntu/Image_True_False/Level0/1305_right.png ,Level1 ,94.1900%,Level0 ,5.8100%
/home/ubuntu/Image_True_False/Level0/1356_left.png ,Level1 ,97.6200%,Level0 ,2.3800%
/home/ubuntu/Image_True_False/Level0/1772_right.png ,Level1 ,97.5300%,Level0 ,2.4700%
/home/ubuntu/Image_True_False/Level0/10134_left.png ,Level0 ,97.4100%,Level1 ,2.5900%
/home/ubuntu/Image_True_False/Level0/10437_left.png ,Level1 ,99.5900%,Level0 ,0.4100%
/home/ubuntu/Image_True_False/Level0/1524_left.png ,Level0 ,60.1300%,Level1 ,39.8700%
/home/ubuntu/Image_True_False/Level0/1211_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10220_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/149_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/10065_right.png ,Level1 ,85.600%,Level0 ,14.400%
/home/ubuntu/Image_True_False/Level0/10241_left.png ,Level0 ,99.9300%,Level1 ,0.0700%
/home/ubuntu/Image_True_False/Level0/10333_left.png ,Level1 ,99.9400%,Level0 ,0.0600%
/home/ubuntu/Image_True_False/Level0/10115_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1492_left.png ,Level0 ,98.7100%,Level1 ,1.2900%
/home/ubuntu/Image_True_False/Level0/10170_right.png ,Level1 ,99.9600%,Level0 ,0.0400%
/home/ubuntu/Image_True_False/Level0/10603_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10569_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10260_left.png ,Level0 ,88.5300%,Level1 ,11.4700%
/home/ubuntu/Image_True_False/Level0/1318_left.png ,Level0 ,99.6300%,Level1 ,0.3700%
/home/ubuntu/Image_True_False/Level0/1289_right.png ,Level1 ,53.9100%,Level0 ,46.0900%
/home/ubuntu/Image_True_False/Level0/10356_left.png ,Level0 ,99.8600%,Level1 ,0.1400%
/home/ubuntu/Image_True_False/Level0/1550_left.png ,Level0 ,99.9600%,Level1 ,0.0400%
/home/ubuntu/Image_True_False/Level0/1439_right.png ,Level1 ,59.8200%,Level0 ,40.1800%
/home/ubuntu/Image_True_False/Level0/10206_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10149_left.png ,Level0 ,98.9100%,Level1 ,1.0900%
/home/ubuntu/Image_True_False/Level0/167_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1887_right.png ,Level0 ,96.3300%,Level1 ,3.6700%
/home/ubuntu/Image_True_False/Level0/10523_left.png ,Level0 ,82.0100%,Level1 ,17.9900%
/home/ubuntu/Image_True_False/Level0/1043_right.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1037_left.png ,Level1 ,99.7900%,Level0 ,0.2100%
/home/ubuntu/Image_True_False/Level0/1916_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10321_right.png ,Level0 ,97.8800%,Level1 ,2.1200%
/home/ubuntu/Image_True_False/Level0/10161_right.png ,Level0 ,99.7200%,Level1 ,0.2800%
/home/ubuntu/Image_True_False/Level0/1505_right.png ,Level0 ,56.0700%,Level1 ,43.9300%
/home/ubuntu/Image_True_False/Level0/10504_left.png ,Level0 ,95.7700%,Level1 ,4.2300%
/home/ubuntu/Image_True_False/Level0/1332_right.png ,Level1 ,95.1900%,Level0 ,4.8100%
/home/ubuntu/Image_True_False/Level0/1269_right.png ,Level1 ,99.9700%,Level0 ,0.0300%
/home/ubuntu/Image_True_False/Level0/10705_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1481_left.png ,Level0 ,94.4900%,Level1 ,5.5100%
/home/ubuntu/Image_True_False/Level0/1733_right.png ,Level0 ,55.8800%,Level1 ,44.1200%
/home/ubuntu/Image_True_False/Level0/1289_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10328_left.png ,Level1 ,59.500%,Level0 ,40.500%
/home/ubuntu/Image_True_False/Level0/1655_right.png ,Level1 ,58.8100%,Level0 ,41.1900%
/home/ubuntu/Image_True_False/Level0/10407_right.png ,Level0 ,56.5300%,Level1 ,43.4700%
/home/ubuntu/Image_True_False/Level0/10092_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10161_left.png ,Level0 ,90.2500%,Level1 ,9.7500%
/home/ubuntu/Image_True_False/Level0/1779_left.png ,Level0 ,99.800%,Level1 ,0.200%
/home/ubuntu/Image_True_False/Level0/1351_left.png ,Level1 ,99.2900%,Level0 ,0.7100%
/home/ubuntu/Image_True_False/Level0/1429_left.png ,Level0 ,96.7200%,Level1 ,3.2800%
/home/ubuntu/Image_True_False/Level0/1769_right.png ,Level1 ,98.5800%,Level0 ,1.4200%
/home/ubuntu/Image_True_False/Level0/1793_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10448_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1431_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10278_left.png ,Level1 ,98.1800%,Level0 ,1.8200%
/home/ubuntu/Image_True_False/Level0/1649_left.png ,Level0 ,99.9700%,Level1 ,0.0300%
/home/ubuntu/Image_True_False/Level0/1506_left.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10413_left.png ,Level0 ,94.1100%,Level1 ,5.8900%
/home/ubuntu/Image_True_False/Level0/10502_right.png ,Level0 ,99.8900%,Level1 ,0.1100%
/home/ubuntu/Image_True_False/Level0/1878_right.png ,Level0 ,56.100%,Level1 ,43.900%
/home/ubuntu/Image_True_False/Level0/10252_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10388_left.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1611_right.png ,Level1 ,97.2200%,Level0 ,2.7800%
/home/ubuntu/Image_True_False/Level0/1915_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10284_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/140_left.png ,Level1 ,61.5300%,Level0 ,38.4700%
/home/ubuntu/Image_True_False/Level0/10187_right.png ,Level0 ,99.800%,Level1 ,0.200%
/home/ubuntu/Image_True_False/Level0/1754_right.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1312_right.png ,Level0 ,99.5500%,Level1 ,0.4500%
/home/ubuntu/Image_True_False/Level0/10337_left.png ,Level0 ,99.7500%,Level1 ,0.2500%
/home/ubuntu/Image_True_False/Level0/1051_right.png ,Level1 ,99.9400%,Level0 ,0.0600%
/home/ubuntu/Image_True_False/Level0/1836_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10495_left.png ,Level1 ,92.9400%,Level0 ,7.0600%
/home/ubuntu/Image_True_False/Level0/17_left.png ,Level0 ,98.6100%,Level1 ,1.3900%
/home/ubuntu/Image_True_False/Level0/10224_right.png ,Level1 ,98.800%,Level0 ,1.200%
/home/ubuntu/Image_True_False/Level0/10031_right.png ,Level0 ,84.1100%,Level1 ,15.8900%
/home/ubuntu/Image_True_False/Level0/1056_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/10367_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/119_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1514_left.png ,Level1 ,99.800%,Level0 ,0.200%
/home/ubuntu/Image_True_False/Level0/10710_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1702_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1504_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10452_right.png ,Level0 ,99.700%,Level1 ,0.300%
/home/ubuntu/Image_True_False/Level0/10440_left.png ,Level0 ,99.5100%,Level1 ,0.4900%
/home/ubuntu/Image_True_False/Level0/10622_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1197_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1123_left.png ,Level0 ,98.5100%,Level1 ,1.4900%
/home/ubuntu/Image_True_False/Level0/1120_right.png ,Level1 ,90.2300%,Level0 ,9.7700%
/home/ubuntu/Image_True_False/Level0/10359_right.png ,Level0 ,99.8800%,Level1 ,0.1200%
/home/ubuntu/Image_True_False/Level0/1763_left.png ,Level0 ,83.900%,Level1 ,16.100%
/home/ubuntu/Image_True_False/Level0/1199_left.png ,Level0 ,90.0600%,Level1 ,9.9400%
/home/ubuntu/Image_True_False/Level0/1377_left.png ,Level0 ,99.800%,Level1 ,0.200%
/home/ubuntu/Image_True_False/Level0/1524_right.png ,Level0 ,99.8300%,Level1 ,0.1700%
/home/ubuntu/Image_True_False/Level0/1041_left.png ,Level0 ,82.3900%,Level1 ,17.6100%
/home/ubuntu/Image_True_False/Level0/1514_right.png ,Level1 ,99.9800%,Level0 ,0.0200%
/home/ubuntu/Image_True_False/Level0/10419_right.png ,Level0 ,69.6200%,Level1 ,30.3800%
/home/ubuntu/Image_True_False/Level0/1744_left.png ,Level0 ,99.9200%,Level1 ,0.0800%
/home/ubuntu/Image_True_False/Level0/10305_left.png ,Level0 ,90.5800%,Level1 ,9.4200%
/home/ubuntu/Image_True_False/Level0/1061_right.png ,Level0 ,82.1900%,Level1 ,17.8100%
/home/ubuntu/Image_True_False/Level0/10636_left.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10610_left.png ,Level1 ,99.9800%,Level0 ,0.0200%
/home/ubuntu/Image_True_False/Level0/10224_left.png ,Level1 ,99.100%,Level0 ,0.900%
/home/ubuntu/Image_True_False/Level0/10671_left.png ,Level0 ,99.8100%,Level1 ,0.1900%
/home/ubuntu/Image_True_False/Level0/1336_left.png ,Level0 ,99.5500%,Level1 ,0.4500%
/home/ubuntu/Image_True_False/Level0/115_left.png ,Level0 ,99.9600%,Level1 ,0.0400%
/home/ubuntu/Image_True_False/Level0/1302_right.png ,Level0 ,84.4400%,Level1 ,15.5600%
/home/ubuntu/Image_True_False/Level0/1595_right.png ,Level1 ,99.6500%,Level0 ,0.3500%
/home/ubuntu/Image_True_False/Level0/1736_left.png ,Level0 ,99.9700%,Level1 ,0.0300%
/home/ubuntu/Image_True_False/Level0/1847_right.png ,Level1 ,98.0700%,Level0 ,1.9300%
/home/ubuntu/Image_True_False/Level0/1869_left.png ,Level1 ,99.8200%,Level0 ,0.1800%
/home/ubuntu/Image_True_False/Level0/1868_left.png ,Level0 ,99.2500%,Level1 ,0.7500%
/home/ubuntu/Image_True_False/Level0/1905_right.png ,Level1 ,98.8200%,Level0 ,1.1800%
/home/ubuntu/Image_True_False/Level0/10562_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1678_right.png ,Level0 ,99.7100%,Level1 ,0.2900%
/home/ubuntu/Image_True_False/Level0/1936_left.png ,Level1 ,74.0600%,Level0 ,25.9400%
/home/ubuntu/Image_True_False/Level0/10409_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/140_right.png ,Level1 ,66.0500%,Level0 ,33.9500%
/home/ubuntu/Image_True_False/Level0/10548_left.png ,Level0 ,99.9300%,Level1 ,0.0700%
/home/ubuntu/Image_True_False/Level0/1641_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10149_right.png ,Level0 ,99.8300%,Level1 ,0.1700%
/home/ubuntu/Image_True_False/Level0/10427_left.png ,Level1 ,94.2300%,Level0 ,5.7700%
/home/ubuntu/Image_True_False/Level0/10129_right.png ,Level0 ,99.8300%,Level1 ,0.1700%
/home/ubuntu/Image_True_False/Level0/10092_left.png ,Level0 ,99.8400%,Level1 ,0.1600%
/home/ubuntu/Image_True_False/Level0/1092_right.png ,Level1 ,99.1400%,Level0 ,0.8600%
/home/ubuntu/Image_True_False/Level0/1363_right.png ,Level0 ,98.1500%,Level1 ,1.8500%
/home/ubuntu/Image_True_False/Level0/10553_left.png ,Level0 ,99.2900%,Level1 ,0.7100%
/home/ubuntu/Image_True_False/Level0/1334_left.png ,Level0 ,85.7300%,Level1 ,14.2700%
/home/ubuntu/Image_True_False/Level0/10104_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10162_right.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1373_right.png ,Level1 ,95.8600%,Level0 ,4.1400%
/home/ubuntu/Image_True_False/Level0/10548_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10398_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/145_right.png ,Level0 ,92.6100%,Level1 ,7.3900%
/home/ubuntu/Image_True_False/Level0/10199_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10585_right.png ,Level0 ,95.7800%,Level1 ,4.2200%
/home/ubuntu/Image_True_False/Level0/1120_left.png ,Level1 ,99.5200%,Level0 ,0.4800%
/home/ubuntu/Image_True_False/Level0/10337_right.png ,Level0 ,99.7100%,Level1 ,0.2900%
/home/ubuntu/Image_True_False/Level0/1667_right.png ,Level1 ,78.7100%,Level0 ,21.2900%
/home/ubuntu/Image_True_False/Level0/10243_left.png ,Level0 ,70.3700%,Level1 ,29.6300%
/home/ubuntu/Image_True_False/Level0/1228_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1029_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1808_left.png ,Level0 ,99.8100%,Level1 ,0.1900%
/home/ubuntu/Image_True_False/Level0/1446_right.png ,Level1 ,96.500%,Level0 ,3.500%
/home/ubuntu/Image_True_False/Level0/10353_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10255_right.png ,Level0 ,96.8800%,Level1 ,3.1200%
/home/ubuntu/Image_True_False/Level0/1727_left.png ,Level0 ,99.9600%,Level1 ,0.0400%
/home/ubuntu/Image_True_False/Level0/1197_left.png ,Level0 ,99.8500%,Level1 ,0.1500%
/home/ubuntu/Image_True_False/Level0/10218_right.png ,Level0 ,99.1600%,Level1 ,0.8400%
/home/ubuntu/Image_True_False/Level0/10363_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1052_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1563_left.png ,Level1 ,65.6500%,Level0 ,34.3500%
/home/ubuntu/Image_True_False/Level0/10698_right.png ,Level1 ,59.0100%,Level0 ,40.9900%
/home/ubuntu/Image_True_False/Level0/10035_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/13_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/102_left.png ,Level1 ,99.8500%,Level0 ,0.1500%
/home/ubuntu/Image_True_False/Level0/1222_right.png ,Level0 ,99.5200%,Level1 ,0.4800%
/home/ubuntu/Image_True_False/Level0/1102_right.png ,Level0 ,99.8800%,Level1 ,0.1200%
/home/ubuntu/Image_True_False/Level0/10269_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1855_right.png ,Level0 ,67.0400%,Level1 ,32.9600%
/home/ubuntu/Image_True_False/Level0/10032_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1027_right.png ,Level0 ,99.8500%,Level1 ,0.1500%
/home/ubuntu/Image_True_False/Level0/10391_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1133_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10479_right.png ,Level1 ,99.8800%,Level0 ,0.1200%
/home/ubuntu/Image_True_False/Level0/10352_right.png ,Level1 ,97.6100%,Level0 ,2.3900%
/home/ubuntu/Image_True_False/Level0/1741_left.png ,Level0 ,99.3200%,Level1 ,0.6800%
/home/ubuntu/Image_True_False/Level0/1452_right.png ,Level0 ,99.8700%,Level1 ,0.1300%
/home/ubuntu/Image_True_False/Level0/10305_right.png ,Level0 ,99.7900%,Level1 ,0.2100%
/home/ubuntu/Image_True_False/Level0/194_left.png ,Level0 ,68.6800%,Level1 ,31.3200%
/home/ubuntu/Image_True_False/Level0/1500_right.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1862_left.png ,Level0 ,99.9700%,Level1 ,0.0300%
/home/ubuntu/Image_True_False/Level0/10115_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1394_right.png ,Level1 ,88.6900%,Level0 ,11.3100%
/home/ubuntu/Image_True_False/Level0/1528_right.png ,Level1 ,65.8500%,Level0 ,34.1500%
/home/ubuntu/Image_True_False/Level0/10585_left.png ,Level0 ,96.7200%,Level1 ,3.2800%
/home/ubuntu/Image_True_False/Level0/10644_left.png ,Level0 ,98.2400%,Level1 ,1.7600%
/home/ubuntu/Image_True_False/Level0/1312_left.png ,Level0 ,65.6900%,Level1 ,34.3100%
/home/ubuntu/Image_True_False/Level0/10562_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1358_left.png ,Level1 ,97.6300%,Level0 ,2.3700%
/home/ubuntu/Image_True_False/Level0/1630_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1113_left.png ,Level0 ,99.8600%,Level1 ,0.1400%
/home/ubuntu/Image_True_False/Level0/1088_left.png ,Level0 ,99.2200%,Level1 ,0.7800%
/home/ubuntu/Image_True_False/Level0/10130_left.png ,Level0 ,99.9600%,Level1 ,0.0400%
/home/ubuntu/Image_True_False/Level0/10284_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10732_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10587_right.png ,Level0 ,99.400%,Level1 ,0.600%
/home/ubuntu/Image_True_False/Level0/10352_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1356_right.png ,Level1 ,99.600%,Level0 ,0.400%
/home/ubuntu/Image_True_False/Level0/1408_right.png ,Level0 ,96.0200%,Level1 ,3.9800%
/home/ubuntu/Image_True_False/Level0/10416_left.png ,Level0 ,98.7300%,Level1 ,1.2700%
/home/ubuntu/Image_True_False/Level0/10050_right.png ,Level1 ,58.8900%,Level0 ,41.1100%
/home/ubuntu/Image_True_False/Level0/1346_left.png ,Level1 ,99.7900%,Level0 ,0.2100%
/home/ubuntu/Image_True_False/Level0/10629_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1378_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10727_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10270_left.png ,Level1 ,98.5500%,Level0 ,1.4500%
/home/ubuntu/Image_True_False/Level0/1393_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10729_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10487_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/10035_left.png ,Level1 ,84.9300%,Level0 ,15.0700%
/home/ubuntu/Image_True_False/Level0/1638_left.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/10451_left.png ,Level1 ,97.5300%,Level0 ,2.4700%
/home/ubuntu/Image_True_False/Level0/1826_left.png ,Level1 ,56.7500%,Level0 ,43.2500%
/home/ubuntu/Image_True_False/Level0/10218_left.png ,Level1 ,99.7800%,Level0 ,0.2200%
/home/ubuntu/Image_True_False/Level0/1673_right.png ,Level0 ,99.9800%,Level1 ,0.0200%
/home/ubuntu/Image_True_False/Level0/1630_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1042_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1943_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1347_left.png ,Level1 ,95.1200%,Level0 ,4.8800%
/home/ubuntu/Image_True_False/Level0/10251_left.png ,Level1 ,91.0900%,Level0 ,8.9100%
/home/ubuntu/Image_True_False/Level0/1718_left.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level0/1242_left.png ,Level1 ,94.4300%,Level0 ,5.5700%
/home/ubuntu/Image_True_False/Level0/10389_right.png ,Level1 ,51.4200%,Level0 ,48.5800%
/home/ubuntu/Image_True_False/Level0/10398_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1370_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1135_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/149_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1672_left.png ,Level0 ,99.1600%,Level1 ,0.8400%
/home/ubuntu/Image_True_False/Level0/1172_left.png ,Level0 ,99.8900%,Level1 ,0.1100%
/home/ubuntu/Image_True_False/Level0/104_left.png ,Level1 ,99.3700%,Level0 ,0.6300%
/home/ubuntu/Image_True_False/Level0/10_right.png ,Level1 ,99.8400%,Level0 ,0.1600%
/home/ubuntu/Image_True_False/Level0/10624_right.png ,Level0 ,99.9600%,Level1 ,0.0400%
/home/ubuntu/Image_True_False/Level0/1349_left.png ,Level1 ,69.0700%,Level0 ,30.9300%
/home/ubuntu/Image_True_False/Level0/1432_left.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10384_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level0/1161_left.png ,Level0 ,99.4600%,Level1 ,0.5400%
/home/ubuntu/Image_True_False/Level0/1751_left.png ,Level0 ,62.1400%,Level1 ,37.8600%
/home/ubuntu/Image_True_False/Level0/10431_right.png ,Level0 ,59.2100%,Level1 ,40.7900%
/home/ubuntu/Image_True_False/Level0/1855_left.png ,Level0 ,65.6900%,Level1 ,34.3100%
/home/ubuntu/Image_True_False/Level0/1152_left.png ,Level0 ,98.2200%,Level1 ,1.7800%
/home/ubuntu/Image_True_False/Level0/10484_left.png ,Level0 ,99.2800%,Level1 ,0.7200%
/home/ubuntu/Image_True_False/Level0/1396_right.png ,Level0 ,99.9900%,Level1 ,0.0100%
/home/ubuntu/Image_True_False/Level0/10042_left.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/10614_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level0/1282_right.png ,Level0 ,61.200%,Level1 ,38.800%
/home/ubuntu/Image_True_False/Level0/10608_left.png ,Level0 ,94.0900%,Level1 ,5.9100%
/home/ubuntu/Image_True_False/Level0/10368_right.png ,Level0 ,83.1300%,Level1 ,16.8700%
/home/ubuntu/Image_True_False/Level0/10190_left.png ,Level0 ,99.9600%,Level1 ,0.0400%
/home/ubuntu/Image_True_False/Level0/10199_left.png ,Level0 ,93.2900%,Level1 ,6.7100%
/home/ubuntu/Image_True_False/Level1/13966_right.png ,Level1 ,99.9800%,Level0 ,0.0200%
/home/ubuntu/Image_True_False/Level1/11035_left.png ,Level0 ,99.6800%,Level1 ,0.3200%
/home/ubuntu/Image_True_False/Level1/1552_right.png ,Level0 ,99.9500%,Level1 ,0.0500%
/home/ubuntu/Image_True_False/Level1/17028_right.png ,Level0 ,51.4100%,Level1 ,48.5900%
/home/ubuntu/Image_True_False/Level1/12650_left.png ,Level1 ,99.9900%,Level0 ,0.0100%
/home/ubuntu/Image_True_False/Level1/13597_right.png ,Level1 ,99.9800%,Level0 ,0.0200%
/home/ubuntu/Image_True_False/Level1/11291_right.png ,Level1 ,100%,Level0 ,0%
/home/ubuntu/Image_True_False/Level1/10339_left.png ,Level0 ,95.2300%,Level1 ,4.7700%
/home/ubuntu/Image_True_False/Level1/15278_right.png ,Level0 ,100%,Level1 ,0%
/home/ubuntu/Image_True_False/Level1/1926_right.png ,Level0 ,99.6100%,Level1 ,0.3900%
/home/ubuntu/Image_True_False/Level1/1495_right.png ,Level1 ,90.4200%,Level0 ,9.5800%
/home/ubuntu/Image_True_False/Level1/11098_left.png ,Level1 ,77.8500%,Level0 ,22.1500%
/home/ubuntu/Image_True_False/Level1/16025_right.png ,Level1 ,99.9700%,Level0 ,0.0300%
/home/ubuntu/Image_True_False/Level1/14688_left.png ,Level1 ,99.9800%,Level0 ,0.0200%
/home/ubuntu/Image_True_False/Level1/13945_left.png ,Level0 ,90.4700%,Level1 ,9.5300%
/home/ubuntu/Image_True_False/Level1/15918_left.png ,Level1 ,99.9500%,Level0 ,0.0500%
